ticker,weight
HON,0.00349188123111
DFS,0.00084144879408
FMC,0.00044091528419999996
NDSN,0.00032177478703
CRL,0.00037121811052999996
EPAM,0.00043859969024
CSCO,0.00614176715238
ALB,0.00067300032883
AIZ,0.00026998418556
CRM,0.005461658335339999
PENN,0.00018367591091
INTU,0.0035559397725000003
DOW,0.00122814414767
LHX,0.00127091359436
BLK,0.00284045156518
ZBRA,0.00057477219812
UPS,0.0040838899596400005
DG,0.00135323165137
DISH,0.00020524009417
XRAY,0.00027980697515999996
EQR,0.0007972411252800001
AME,0.00080118120773
AEP,0.0013123128932899999
GM,0.0016522595141800001
WDCL,0.00040573167276
TWTR,0.00080328413544
CMCA,0.00031527211421
TDY,0.00057482735911
WELL,0.00109096924548
EXPD,0.00045590063323000003
GPC,0.0004696213659
MXB,0.00107844059911
CMG,0.001154825195
VTRS,0.00034225535193
PROG,0.00173556459995
JKHY,0.00038071395219
POOL,0.00044138219322000004
AWK,0.0007818234044400001
VRTX,0.00172923937419
D,0.00179741754391
MDLZ,0.00228325511133
UNP,0.00454425532086
JNJ,0.01218491146379
O,0.00102208448294
MCD,0.00482558706889
NTAP,0.00048414981337
HES,0.0007667479186200001
UNH,0.01254382804244
CLX,0.00044436035016999996
TAP,0.00026337304276
PM,0.00380555252331
URI,0.00066851927383
IBM,0.00304518677376
VLO,0.00108019155046
APH,0.00117288648198
WFC,0.00491775167237
NTRS,0.00063142739534
NWSA,0.00022701913179
MPC,0.00129283729167
RVTY,0.0005741653625100001
NEE,0.00434075266929
HLT,0.00110034708774
UDR,0.00044806235011
GIS,0.00106817319395
DRHI,0.0006317887648900001
PAYX,0.00113712765902
MRO,0.00051507375916
MKTX,0.00033622444517
SLB,0.0015140248710599998
ABBV,0.00748458959046
TSCO,0.00069429088801
UHSI,0.00027612795847
APD,0.00143967351632
VTR,0.0006426293227200001
TRMO,0.0060782386780999995
COST,0.00666851472374
EXPE,0.0007677510895000001
BFD,0.00031857225367000003
TER,0.0005023043605
CTSH,0.00122635704486
MAS,0.00032910382113
EBAY,0.0009339093602999999
WEC,0.00081912828867
EOG,0.0018218533789800002
MMM,0.0022205276509800003
NKE,0.0044850496001500005
A,0.00104477091221
MU,0.00227074126274
REG,0.00028377687361
WMB,0.0010561963949600002
