ticker,weight
IONS,0.00798672919411
GBIO,0.00112560685536
DMTK,0.0052809040277099996
LGND,0.0083000110292
CLVS,0.0052998519253800004
TSVT,0.00679616493327
ARWR,0.0073185209228199995
RCEL,0.0006356549943099999
CRIS,0.00418285400833
KALV,0.00124556243296
PTGX,0.00831571843888
RYTM,0.00163360529826
ALNY,0.007554086496820001
KZR,0.0016633710458000002
AVXL,0.006178198437820001
AKBA,0.00244670969972
RLAY,0.00841709226605
KURA,0.00423586549936
VRTX,0.00816283583717
BCRX,0.00919538809301
EXAS,0.007590944286570001
ICPT,0.00620874607546
VERV,0.00775399405989
KROS,0.00315888519224
ANIK,0.00122324659954
RUBY,0.00169916999041
GTHX,0.00518358728542
CPRX,0.0022699337058
ABBV,0.0083457979843
OCGN,0.00657811152536
MYGN,0.00716228325072
CCXI,0.00839672180469
PMVP,0.0040046633067199995
ALVR,0.0011969999259
CDMO,0.00770243351853
KDNY,0.00156372672608
BMRN,0.008050435006099999
GERN,0.0010187681671199999
EGRX,0.00241218595597
SAGE,0.008517707310969999
CTMX,0.00096770613023
BEAM,0.00836327819593
MCRB,0.00403184372062
TVTX,0.0077741246214899995
VNDA,0.00299635016446
YMAB,0.0018209286583699999
PRAX,0.00195023630364
ANAB,0.0022103120771500002
SGEN,0.00838621893186
NVTA,0.00737732926413
ALEC,0.00543975161878
AGIO,0.00859488560329
PGEN,0.0025799544272300003
ARCT,0.008280581931910001
NTLA,0.00802108652955
TPTX,0.00928874098386
HTI,0.00901470357873
VSTM,0.0017006266741199998
BLUE,0.00862381896176
APLS,0.00873232221991
BIIB,0.00797723888319
MDGL,0.00454318649048
SPRO,0.0008208770656000001
IRWD,0.00815427785939
UTHR,0.0088633318464
ALBO,0.00219616966342
ACAD,0.008109959981979999
CGEM,0.0016099604877900001
VKTX,0.0015459726255299998
RVMD,0.0058161532057
MRNA,0.007641082509080001
IOVA,0.00799434632986
ORIC,0.00144720402457
MRSN,0.0025436818013
RXRX,0.00698086381627
CLDX,0.00816778144005
IMGN,0.00449535481026
TWST,0.00720280288154
ENTA,0.00526480632588
BTAI,0.00294152472989
DNLI,0.00796537529556
ORGO,0.00519715212538
STRO,0.00177077546684
MRTX,0.00841779257089
SANA,0.00447631096057
AKRO,0.00174195006883
CERE,0.00642906410031
INO,0.00639013011363
IBRX,0.00407646408119
VXRT,0.00779691855462
ZIOP,0.0013047085538200002
DTIL,0.00174784355501
IPI,0.00868090815631
KRYS,0.00333417917555
FATE,0.00920620637628
AMGN,0.008252314430410001
IDYA,0.00369996643389
KRTX,0.00780065205365
RNA,0.0022384719728099998
ALLK,0.00104013875701
REPL,0.0027184287440900003
IGMS,0.00241183473835
VCYT,0.00812499587102
PCVX,0.00161403097556
AADI,0.00099053148874
SRNE,0.0058010333491400005
BPMC,0.00854932544337
IVVD,0.00130603098069
MORF,0.0037451504489400002
RIGL,0.0018902299424200001
CDNA,0.00818875007694
BBIO,0.0035650070624300002
BCAB,0.00239197478425
KOD,0.007928716376540001
MGNX,0.00404410881238
KYMR,0.00891969233887
STOK,0.0014788261616600002
DVAX,0.00816405599401
CUE,0.00161012108466
DCPH,0.0078531375365
ISEE,0.00886401254715
GBT,0.00820584544764
ITOS,0.00267418691629
SRPT,0.00814722863326
ALDX,0.0012495489194400001
FGEN,0.00560309941466
GOSS,0.00300991147393
SGMO,0.00395918926581
RARE,0.0083491669557
INSM,0.00798369942768
RAPT,0.00453288572338
RCUS,0.007498121975660001
KRON,0.0015241380536400002
ARQT,0.0017294684510999999
VIR,0.00742756467131
VCEL,0.0075210362604
RDUS,0.00335361559271
ALT,0.0048765061152599995
ALXO,0.00337216942152
EBS,0.00839510761134
NTRA,0.00807964739513
NBIX,0.008270626686369999
EXEL,0.00849190303258
EDIT,0.00707876435886
CRNX,0.00217173893284
VTGN,0.00140241207465
FMTX,0.00240280715287
VBIV,0.0027857533953300003
CYTK,0.00976582638344
CMRX,0.00221296798106
INBX,0.00249297181363
REGN,0.00729617856926
NRIX,0.00385218728746
SNDX,0.0050678041462
OPK,0.006045188991879999
RGNX,0.00556707983528
IMVT,0.002373454901
ARNA,0.01439401017695
RCKT,0.00462415891918
ATRA,0.00584696222009
CHRS,0.0041739601464
FOLD,0.00869028430415
CCCC,0.00434545796425
SRRK,0.00242473132502
PTCT,0.00812966346912
NVAX,0.00664473330516
KPTI,0.00358934828281
SWTX,0.00684503319366
FDMT,0.00243641714742
ANNX,0.00120816858673
XNCR,0.0038134420979
ALLO,0.0064006585047099995
GRTS,0.0050328770535800005
AGEN,0.00773473085731
GILD,0.00799480965754
MNKD,0.005181127518200001
ZNTL,0.0080391962464
CVM,0.0025197535278099997
