ticker,weight
CSCO,0.02240189348438
CRM,0.0339122237637
INTU,0.02409994677222
PDD,0.01617366841861
IBM,0.0190958658827
UBER,0.034195896493159995
MU,0.0241901404481
AMDV,0.03495672781437
TXN,0.021687393134859997
GOOGL,0.02705667636021
BABA,0.01914552838126
MSFT,0.02914743604693
AMAT,0.02834320039152
NVDA,0.052222014426910005
ADBE,0.03110650674584
ABNB,0.02847025288351
NFLX,0.028950308557679997
AVGO,0.03356891291674
TSLA,0.030696112164699998
INTC,0.02485076126095
NOW,0.030016026954989998
ANLG,0.02430466143444
SNOW,0.02562597409502
META,0.052069771117870006
ORCL,0.03137528645418
JD,0.01227899365843
PANW,0.03382143358493
QCOM,0.02104580158977
SHOP,0.03531623764038
LRCX,0.03004997079207
AAPL,0.02871637803419
TSM,0.0263141576056
BKNG,0.028107576403849997
AMZN,0.030702899543759998
