date,days,rate
2023-09-28,30.0,5.069595
2023-09-28,60.0,5.189119
2023-09-29,30.0,5.068728
2023-09-29,60.0,5.187871
2023-10-02,30.0,5.073315
2023-10-02,60.0,5.191504
2023-10-03,30.0,5.082077
2023-10-03,60.0,5.198843
2023-10-04,30.0,5.103096
2023-10-04,60.0,5.216628
2023-10-05,30.0,5.119107
2023-10-05,60.0,5.23007
2023-10-06,30.0,5.128714
2023-10-06,60.0,5.237875
2023-10-09,30.0,5.140588
2023-10-09,60.0,5.247684
2023-10-10,30.0,5.153712
2023-10-10,60.0,5.258496
2023-10-11,30.0,5.16507
2023-10-11,60.0,5.267773
2023-10-12,30.0,5.17501
2023-10-12,60.0,5.275836
2023-10-13,30.0,5.177391
2023-10-13,60.0,5.277297
2023-10-16,30.0,5.180863
2023-10-16,60.0,5.279628
2023-10-17,30.0,5.186879
2023-10-17,60.0,5.28455
2023-10-18,30.0,5.190473
2023-10-18,60.0,5.287585
2023-10-19,30.0,5.193651
2023-10-19,60.0,5.290181
2023-10-20,30.0,5.189648
2023-10-20,60.0,5.286231
2023-10-23,30.0,5.185827
2023-10-23,60.0,5.282444
2023-10-24,30.0,5.183556
2023-10-24,60.0,5.280038
2023-10-25,30.0,5.178621
2023-10-25,60.0,5.275425
2023-10-26,30.0,5.172939
2023-10-26,60.0,5.270186
2023-10-27,30.0,5.165004
2023-10-27,60.0,5.262617
2023-10-30,30.0,5.163197
2023-10-30,60.0,5.260319
2023-10-31,30.0,5.164966
2023-10-31,60.0,5.2614
2023-11-01,30.0,5.16737
2023-11-01,60.0,5.262957
2023-11-02,30.0,5.166357
2023-11-02,60.0,5.261729
2023-11-03,30.0,5.164867
2023-11-03,60.0,5.259789
2023-11-06,30.0,5.17116
2023-11-06,60.0,5.264686
2023-11-07,30.0,5.175534
2023-11-07,60.0,5.268051
2023-11-08,30.0,5.179469
2023-11-08,60.0,5.271153
2023-11-09,30.0,5.179027
2023-11-09,60.0,5.270673
2023-11-10,30.0,5.176647
2023-11-10,60.0,5.2685
2023-11-13,30.0,5.180007
2023-11-13,60.0,5.271345
2023-11-14,30.0,5.182983
2023-11-14,60.0,5.273012
2023-11-15,30.0,5.18621
2023-11-15,60.0,5.275169
2023-11-16,30.0,5.19606
2023-11-16,60.0,5.28298
2023-11-17,30.0,5.198083
2023-11-17,60.0,5.284099
2023-11-20,30.0,5.199101
2023-11-20,60.0,5.28437
2023-11-21,30.0,5.205351
2023-11-21,60.0,5.289248
2023-11-22,30.0,5.206892
2023-11-22,60.0,5.290133
2023-11-24,30.0,5.211607
2023-11-24,60.0,5.29384
2023-11-27,30.0,5.219668
2023-11-27,60.0,5.300526
2023-11-28,30.0,5.2288
2023-11-28,60.0,5.308242
2023-11-29,30.0,5.234473
2023-11-29,60.0,5.312584
2023-11-30,30.0,5.246802
2023-11-30,60.0,5.322546
2023-12-01,30.0,5.251808
2023-12-01,60.0,5.326001
2023-12-04,30.0,5.25765
2023-12-04,60.0,5.329926
2023-12-05,30.0,5.26356
2023-12-05,60.0,5.333851
2023-12-06,30.0,5.267355
2023-12-06,60.0,5.335837
2023-12-07,30.0,5.271086
2023-12-07,60.0,5.337742
2023-12-08,30.0,5.266172
2023-12-08,60.0,5.332392
2023-12-11,30.0,5.265844
2023-12-11,60.0,5.331404
2023-12-12,30.0,5.268243
2023-12-12,60.0,5.332874
2023-12-13,30.0,5.274672
2023-12-13,60.0,5.337659
2023-12-14,30.0,5.284707
2023-12-14,60.0,5.344998
2023-12-15,30.0,5.291206
2023-12-15,60.0,5.348824
2023-12-18,30.0,5.298884
2023-12-18,60.0,5.353331
2023-12-19,30.0,5.308359
2023-12-19,60.0,5.35938
2023-12-20,30.0,5.317414
2023-12-20,60.0,5.364929
2023-12-21,30.0,5.327625
2023-12-21,60.0,5.371457
2023-12-22,30.0,5.329452
2023-12-22,60.0,5.370356
2023-12-26,30.0,5.33278
2023-12-26,60.0,5.370646
2023-12-27,30.0,5.337414
2023-12-27,60.0,5.372104
2023-12-28,30.0,5.346934
2023-12-28,60.0,5.377839
2023-12-29,30.0,5.347719
2023-12-29,60.0,5.376215
2024-01-02,30.0,5.351727
2024-01-02,60.0,5.377562
2024-01-03,30.0,5.358698
2024-01-03,60.0,5.381385
2024-01-04,30.0,5.36457
2024-01-04,60.0,5.384375
2024-01-05,30.0,5.363136
2024-01-05,60.0,5.381102
2024-01-08,30.0,5.363485
2024-01-08,60.0,5.379571
2024-01-09,30.0,5.364357
2024-01-09,60.0,5.378561
2024-01-10,30.0,5.371834
2024-01-10,60.0,5.383325
2024-01-11,30.0,5.380824
2024-01-11,60.0,5.389356
2024-01-12,30.0,5.381182
2024-01-12,60.0,5.387497
2024-01-16,30.0,5.38428
2024-01-16,60.0,5.388233
2024-01-17,30.0,5.383701
2024-01-17,60.0,5.386287
2024-01-18,30.0,5.38609
2024-01-18,60.0,5.387245
2024-01-19,30.0,5.374317
2024-01-19,60.0,5.375753
2024-01-22,30.0,5.36731
2024-01-22,60.0,5.368495
2024-01-23,30.0,5.357652
2024-01-23,60.0,5.359092
2024-01-24,30.0,5.346192
2024-01-24,60.0,5.348077
2024-01-25,30.0,5.341428
2024-01-25,60.0,5.343061
2024-01-26,30.0,5.330874
2024-01-26,60.0,5.33288
2024-01-29,30.0,5.32825
2024-01-29,60.0,5.329762
2024-01-30,30.0,5.326596
2024-01-30,60.0,5.327582
2024-01-31,30.0,5.317793
2024-01-31,60.0,5.319087
2024-02-01,30.0,5.314857
2024-02-01,60.0,5.315711
2024-02-02,30.0,5.309319
2024-02-02,60.0,5.310218
2024-02-05,30.0,5.306557
2024-02-05,60.0,5.307462
2024-02-06,30.0,5.302966
2024-02-06,60.0,5.304255
2024-02-07,30.0,5.298876
2024-02-07,60.0,5.300748
2024-02-08,30.0,5.293826
2024-02-08,60.0,5.296524
2024-02-09,30.0,5.287259
2024-02-09,60.0,5.291037
2024-02-12,30.0,5.285627
2024-02-12,60.0,5.289776
2024-02-13,30.0,5.288602
2024-02-13,60.0,5.292897
2024-02-14,30.0,5.291412
2024-02-14,60.0,5.296185
2024-02-15,30.0,5.293832
2024-02-15,60.0,5.299243
2024-02-16,30.0,5.286305
2024-02-16,60.0,5.29354
2024-02-20,30.0,5.284282
2024-02-20,60.0,5.292712
2024-02-21,30.0,5.288276
2024-02-21,60.0,5.297169
2024-02-22,30.0,5.290337
2024-02-22,60.0,5.299856
2024-02-23,30.0,5.290586
2024-02-23,60.0,5.301088
2024-02-26,30.0,5.287364
2024-02-26,60.0,5.299312
2024-02-27,30.0,5.28517
2024-02-27,60.0,5.298468
2024-02-28,30.0,5.285701
2024-02-28,60.0,5.300017
2024-02-29,30.0,5.292512
2024-02-29,60.0,5.306914
2024-03-01,30.0,5.295284
2024-03-01,60.0,5.310301
2024-03-04,30.0,5.29879
2024-03-04,60.0,5.314192
2024-03-05,30.0,5.29922
2024-03-05,60.0,5.315502
2024-03-06,30.0,5.300667
2024-03-06,60.0,5.317524
2024-03-07,30.0,5.305725
2024-03-07,60.0,5.322707
2024-03-08,30.0,5.304977
2024-03-08,60.0,5.322554
2024-03-11,30.0,5.305253
2024-03-11,60.0,5.323323
2024-03-12,30.0,5.306006
2024-03-12,60.0,5.324489
2024-03-13,30.0,5.306149
2024-03-13,60.0,5.325236
2024-03-14,30.0,5.31113
2024-03-14,60.0,5.330319
2024-03-15,30.0,5.307315
2024-03-15,60.0,5.327548
2024-03-18,30.0,5.302866
2024-03-18,60.0,5.324258
2024-03-19,30.0,5.302911
2024-03-19,60.0,5.324951
2024-03-20,30.0,5.304368
2024-03-20,60.0,5.326888
2024-03-21,30.0,5.306025
2024-03-21,60.0,5.32889
2024-03-22,30.0,5.302542
2024-03-22,60.0,5.326299
2024-03-25,30.0,5.298957
2024-03-25,60.0,5.323501
2024-03-26,30.0,5.294441
2024-03-26,60.0,5.319839
2024-03-27,30.0,5.292184
2024-03-27,60.0,5.318232
2024-03-28,30.0,5.286297
2024-03-28,60.0,5.313425
2024-04-01,30.0,5.28111
2024-04-01,60.0,5.309315
2024-04-02,30.0,5.278385
2024-04-02,60.0,5.307429
2024-04-03,30.0,5.2772
2024-04-03,60.0,5.307035
2024-04-04,30.0,5.27568
2024-04-04,60.0,5.306154
2024-04-05,30.0,5.268584
2024-04-05,60.0,5.300422
2024-04-08,30.0,5.267547
2024-04-08,60.0,5.299974
2024-04-09,30.0,5.274438
2024-04-09,60.0,5.306371
2024-04-10,30.0,5.283018
2024-04-10,60.0,5.314607
2024-04-11,30.0,5.278807
2024-04-11,60.0,5.312111
2024-04-12,30.0,5.274338
2024-04-12,60.0,5.30933
2024-04-15,30.0,5.265397
2024-04-15,60.0,5.302789
2024-04-16,30.0,5.253129
2024-04-16,60.0,5.293397
2024-04-17,30.0,5.25033
2024-04-17,60.0,5.292092
2024-04-18,30.0,5.246587
2024-04-18,60.0,5.290049
2024-04-19,30.0,5.241612
2024-04-19,60.0,5.286857
2024-04-22,30.0,5.234809
2024-04-22,60.0,5.281856
2024-04-23,30.0,5.224774
2024-04-23,60.0,5.274175
2024-04-24,30.0,5.219318
2024-04-24,60.0,5.270509
2024-04-25,30.0,5.234565
2024-04-25,60.0,5.284694
2024-04-26,30.0,5.242155
2024-04-26,60.0,5.292358
2024-04-29,30.0,5.251321
2024-04-29,60.0,5.301425
2024-04-30,30.0,5.25133
2024-04-30,60.0,5.302783
2024-05-01,30.0,5.251869
2024-05-01,60.0,5.304468
2024-05-02,30.0,5.258571
2024-05-02,60.0,5.31122
2024-05-03,30.0,5.257727
2024-05-03,60.0,5.311167
2024-05-06,30.0,5.257533
2024-05-06,60.0,5.311608
2024-05-07,30.0,5.265473
2024-05-07,60.0,5.31895
2024-05-08,30.0,5.278056
2024-05-08,60.0,5.330259
2024-05-09,30.0,5.295649
2024-05-09,60.0,5.345752
2024-05-10,30.0,5.314303
2024-05-10,60.0,5.361948
2024-05-13,30.0,5.325862
2024-05-13,60.0,5.372093
2024-05-14,30.0,5.332992
2024-05-14,60.0,5.3785
2024-05-15,30.0,5.337317
2024-05-15,60.0,5.382415
2024-05-16,30.0,5.330634
2024-05-16,60.0,5.376971
2024-05-17,30.0,5.321546
2024-05-17,60.0,5.369359
2024-05-20,30.0,5.312375
2024-05-20,60.0,5.361809
2024-05-21,30.0,5.312798
2024-05-21,60.0,5.3625
2024-05-22,30.0,5.316832
2024-05-22,60.0,5.366338
2024-05-23,30.0,5.331775
2024-05-23,60.0,5.379488
2024-05-24,30.0,5.345526
2024-05-24,60.0,5.391481
2024-05-28,30.0,5.35807
2024-05-28,60.0,5.402751
2024-05-29,30.0,5.364047
2024-05-29,60.0,5.408587
2024-05-30,30.0,5.371666
2024-05-30,60.0,5.415791
2024-05-31,30.0,5.387852
2024-05-31,60.0,5.430079
2024-06-03,30.0,5.406108
2024-06-03,60.0,5.446113
2024-06-04,30.0,5.422163
2024-06-04,60.0,5.460195
2024-06-05,30.0,5.434178
2024-06-05,60.0,5.470748
2024-06-06,30.0,5.439613
2024-06-06,60.0,5.475679
2024-06-07,30.0,5.433573
2024-06-07,60.0,5.47107
2024-06-10,30.0,5.427589
2024-06-10,60.0,5.46664
2024-06-11,30.0,5.426852
2024-06-11,60.0,5.466691
2024-06-12,30.0,5.427421
2024-06-12,60.0,5.467734
2024-06-13,30.0,5.435095
2024-06-13,60.0,5.474731
2024-06-14,30.0,5.4459
2024-06-14,60.0,5.484157
2024-06-17,30.0,5.452498
2024-06-17,60.0,5.489973
2024-06-18,30.0,5.472122
2024-06-18,60.0,5.506597
2024-06-20,30.0,5.473835
2024-06-20,60.0,5.507927
2024-06-21,30.0,5.453296
2024-06-21,60.0,5.490229
2024-06-24,30.0,5.438146
2024-06-24,60.0,5.476894
2024-06-25,30.0,5.440714
2024-06-25,60.0,5.478784
2024-06-26,30.0,5.43762
2024-06-26,60.0,5.475876
2024-06-27,30.0,5.434294
2024-06-27,60.0,5.472687
2024-06-28,30.0,5.426773
2024-06-28,60.0,5.465693
2024-07-01,30.0,5.419432
2024-07-01,60.0,5.458845
2024-07-02,30.0,5.422506
2024-07-02,60.0,5.46102
2024-07-03,30.0,5.418329
2024-07-03,60.0,5.456887
2024-07-05,30.0,5.409967
2024-07-05,60.0,5.448953
2024-07-08,30.0,5.398035
2024-07-08,60.0,5.437839
2024-07-09,30.0,5.388956
2024-07-09,60.0,5.429217
2024-07-10,30.0,5.379466
2024-07-10,60.0,5.420197
2024-07-11,30.0,5.360807
2024-07-11,60.0,5.403096
2024-07-12,30.0,5.338615
2024-07-12,60.0,5.382553
2024-07-15,30.0,5.321036
2024-07-15,60.0,5.365749
2024-07-16,30.0,5.320378
2024-07-16,60.0,5.36351
2024-07-17,30.0,5.327516
2024-07-17,60.0,5.368016
2024-07-18,30.0,5.315997
2024-07-18,60.0,5.356676
2024-07-19,30.0,5.299732
2024-07-19,60.0,5.341193
2024-07-22,30.0,5.301187
2024-07-22,60.0,5.340917
2024-07-23,30.0,5.288865
2024-07-23,60.0,5.328753
2024-07-24,30.0,5.277619
2024-07-24,60.0,5.317582
2024-07-25,30.0,5.267533
2024-07-25,60.0,5.307419
2024-07-26,30.0,5.268735
2024-07-26,60.0,5.306841
2024-07-29,30.0,5.259425
2024-07-29,60.0,5.297279
2024-07-30,30.0,5.25232
2024-07-30,60.0,5.289615
2024-07-31,30.0,5.255934
2024-07-31,60.0,5.291125
2024-08-01,30.0,5.24578
2024-08-01,60.0,5.28056
2024-08-02,30.0,5.230688
2024-08-02,60.0,5.264628
2024-08-05,30.0,5.216683
2024-08-05,60.0,5.249136
2024-08-06,30.0,5.211338
2024-08-06,60.0,5.241034
2024-08-07,30.0,5.214606
2024-08-07,60.0,5.24039
2024-08-08,30.0,5.218605
2024-08-08,60.0,5.240367
2024-08-09,30.0,5.235019
2024-08-09,60.0,5.251185
2024-08-12,30.0,5.247188
2024-08-12,60.0,5.258527
2024-08-13,30.0,5.268457
2024-08-13,60.0,5.273544
2024-08-14,30.0,5.284006
2024-08-14,60.0,5.283866
2024-08-15,30.0,5.295972
2024-08-15,60.0,5.291614
2024-08-16,30.0,5.292931
2024-08-16,60.0,5.28674
2024-08-19,30.0,5.295818
2024-08-19,60.0,5.287071
2024-08-20,30.0,5.293576
2024-08-20,60.0,5.283125
2024-08-21,30.0,5.289983
2024-08-21,60.0,5.278083
2024-08-22,30.0,5.281838
2024-08-22,60.0,5.269337
2024-08-23,30.0,5.271598
2024-08-23,60.0,5.258578
2024-08-26,30.0,5.261102
2024-08-26,60.0,5.247744
2024-08-27,30.0,5.248758
2024-08-27,60.0,5.235316
2024-08-28,30.0,5.2354
2024-08-28,60.0,5.222149
2024-08-29,30.0,5.236689
2024-08-29,60.0,5.221476
2024-08-30,30.0,5.236928
2024-08-30,60.0,5.219924
2024-09-03,30.0,5.229239
2024-09-03,60.0,5.211666
2024-09-04,30.0,5.230355
2024-09-04,60.0,5.21072
2024-09-05,30.0,5.227923
2024-09-05,60.0,5.206548
2024-09-06,30.0,5.230732
2024-09-06,60.0,5.206689
2024-09-09,30.0,5.249569
2024-09-09,60.0,5.220559
2024-09-10,30.0,5.272587
2024-09-10,60.0,5.237851
2024-09-11,30.0,5.285169
2024-09-11,60.0,5.246264
2024-09-12,30.0,5.288093
2024-09-12,60.0,5.246474
2024-09-13,30.0,5.273015
2024-09-13,60.0,5.231029
2024-09-16,30.0,5.264526
2024-09-16,60.0,5.220997
2024-09-17,30.0,5.265061
2024-09-17,60.0,5.218609
2024-09-18,30.0,5.249946
2024-09-18,60.0,5.202709
2024-09-19,30.0,5.232387
2024-09-19,60.0,5.184743
2024-09-20,30.0,5.213548
2024-09-20,60.0,5.165539
2024-09-23,30.0,5.197216
2024-09-23,60.0,5.148483
2024-09-24,30.0,5.187586
2024-09-24,60.0,5.137019
2024-09-25,30.0,5.170332
2024-09-25,60.0,5.119167
2024-09-26,30.0,5.165971
2024-09-26,60.0,5.112513
2024-09-27,30.0,5.142695
2024-09-27,60.0,5.08969
2024-09-30,30.0,5.118438
2024-09-30,60.0,5.066297
2024-10-01,30.0,5.089151
2024-10-01,60.0,5.038679
2024-10-02,30.0,5.071543
2024-10-02,60.0,5.02124
2024-10-03,30.0,5.066168
2024-10-03,60.0,5.014606
2024-10-04,30.0,5.051938
2024-10-04,60.0,5.001029
2024-10-07,30.0,5.041926
2024-10-07,60.0,4.99167
2024-10-08,30.0,5.028594
2024-10-08,60.0,4.979797
2024-10-09,30.0,5.022054
2024-10-09,60.0,4.974101
2024-10-10,30.0,5.014131
2024-10-10,60.0,4.967325
2024-10-11,30.0,4.985979
2024-10-11,60.0,4.943115
2024-10-14,30.0,4.961264
2024-10-14,60.0,4.921895
2024-10-15,30.0,4.942439
2024-10-15,60.0,4.905809
2024-10-16,30.0,4.917858
2024-10-16,60.0,4.884727
2024-10-17,30.0,4.89965
2024-10-17,60.0,4.869248
2024-10-18,30.0,4.88317
2024-10-18,60.0,4.855201
2024-10-21,30.0,4.878875
2024-10-21,60.0,4.851698
2024-10-22,30.0,4.865322
2024-10-22,60.0,4.840484
2024-10-23,30.0,4.861703
2024-10-23,60.0,4.837841
2024-10-24,30.0,4.85607
2024-10-24,60.0,4.833524
2024-10-25,30.0,4.848646
2024-10-25,60.0,4.827604
2024-10-28,30.0,4.859848
2024-10-28,60.0,4.837583
2024-10-29,30.0,4.868764
2024-10-29,60.0,4.845684
2024-10-30,30.0,4.87385
2024-10-30,60.0,4.850593
2024-10-31,30.0,4.863209
2024-10-31,60.0,4.842275
2024-11-01,30.0,4.840448
2024-11-01,60.0,4.823514
2024-11-04,30.0,4.81683
2024-11-04,60.0,4.803945
2024-11-05,30.0,4.800983
2024-11-05,60.0,4.791029
2024-11-06,30.0,4.788327
2024-11-06,60.0,4.780908
2024-11-07,30.0,4.784661
2024-11-07,60.0,4.778509
2024-11-08,30.0,4.784573
2024-11-08,60.0,4.779181
2024-11-11,30.0,4.78872
2024-11-11,60.0,4.783678
2024-11-12,30.0,4.808782
2024-11-12,60.0,4.80204
2024-11-13,30.0,4.841803
2024-11-13,60.0,4.831292
2024-11-14,30.0,4.858609
2024-11-14,60.0,4.846868
2024-11-15,30.0,4.868042
2024-11-15,60.0,4.856103
2024-11-18,30.0,4.872711
2024-11-18,60.0,4.861304
2024-11-19,30.0,4.883975
2024-11-19,60.0,4.87232
2024-11-20,30.0,4.881445
2024-11-20,60.0,4.871667
2024-11-21,30.0,4.871912
2024-11-21,60.0,4.865128
2024-11-22,30.0,4.862846
2024-11-22,60.0,4.858789
2024-11-25,30.0,4.86064
2024-11-25,60.0,4.858192
2024-11-26,30.0,4.86624
2024-11-26,60.0,4.864201
2024-11-27,30.0,4.873894
2024-11-27,60.0,4.871718
2024-11-29,30.0,4.867208
2024-11-29,60.0,4.866684
2024-12-02,30.0,4.864304
2024-12-02,60.0,4.8647
2024-12-03,30.0,4.866224
2024-12-03,60.0,4.866773
2024-12-04,30.0,4.869199
2024-12-04,60.0,4.869746
2024-12-05,30.0,4.874011
2024-12-05,60.0,4.874334
2024-12-06,30.0,4.879732
2024-12-06,60.0,4.879569
2024-12-09,30.0,4.878087
2024-12-09,60.0,4.878532
2024-12-10,30.0,4.882086
2024-12-10,60.0,4.882281
2024-12-11,30.0,4.881443
2024-12-11,60.0,4.882122
2024-12-12,30.0,4.880522
2024-12-12,60.0,4.881748
2024-12-13,30.0,4.879791
2024-12-13,60.0,4.881381
2024-12-16,30.0,4.883217
2024-12-16,60.0,4.884573
2024-12-17,30.0,4.888503
2024-12-17,60.0,4.889229
2024-12-18,30.0,4.890206
2024-12-18,60.0,4.890836
2024-12-19,30.0,4.87881
2024-12-19,60.0,4.881382
2024-12-20,30.0,4.873195
2024-12-20,60.0,4.876744
2024-12-23,30.0,4.866303
2024-12-23,60.0,4.871095
2024-12-24,30.0,4.870235
2024-12-24,60.0,4.87465
2024-12-26,30.0,4.872531
2024-12-26,60.0,4.87678
2024-12-27,30.0,4.879485
2024-12-27,60.0,4.882618
2024-12-30,30.0,4.877932
2024-12-30,60.0,4.880995
2024-12-31,30.0,4.871811
2024-12-31,60.0,4.875183
