date,sigma_basket,n_constituents,missing_constituents
2024-08-28,0.22427673403568327,23,2
2024-08-29,0.21813212941995866,23,2
2024-08-30,0.2058330004903084,23,2
2024-09-03,0.23336795080492365,23,2
2024-09-04,0.23520196043703695,23,2
2024-09-05,0.23584907856853413,23,2
2024-09-06,0.24646374904362006,23,2
2024-09-09,0.24161778448814153,23,2
2024-09-10,0.23458618455102034,23,2
2024-09-11,0.2367376297845706,23,2
2024-09-12,0.24006002316843986,23,2
2024-09-13,0.23429409840789878,23,2
2024-09-16,0.2355438589737274,23,2
2024-09-17,0.2347597766703671,23,2
2024-09-18,0.23506418945838312,23,2
2024-09-19,0.23667189796530833,23,2
2024-09-20,0.23599135680381708,23,2
2024-09-23,0.2393091108414752,23,2
2024-09-24,0.23941948591179638,23,2
2024-09-25,0.2374821053800068,23,2
2024-09-26,0.2427007705577514,23,2
2024-09-27,0.24676687863197333,23,2
2024-09-30,0.24923331740289148,23,2
2024-10-01,0.25967067980023134,23,2
2024-10-02,0.2574477840015368,23,2
2024-10-03,0.26313156355913947,23,2
2024-10-04,0.25865071544963286,23,2
2024-10-07,0.2692895047855627,23,2
2024-10-08,0.26965468257970415,23,2
2024-10-09,0.2655835367769059,23,2
2024-10-10,0.26325796091620385,23,2
2024-10-11,0.25505001743878236,23,2
2024-10-14,0.2537818064102976,23,2
2024-10-15,0.257732612782137,23,2
2024-10-16,0.2611235468466729,23,2
2024-10-17,0.24741674637256697,23,2
2024-10-18,0.24170741429312675,23,2
2024-10-21,0.24974846976586773,23,2
2024-10-22,0.24422865314070122,23,2
2024-10-23,0.24963133898384524,23,2
2024-10-24,0.2346732416510465,23,2
2024-10-25,0.2262576485238958,23,2
2024-10-28,0.22820717924116324,23,2
2024-10-29,0.22761486267755088,23,2
2024-10-30,0.23454632510348847,23,2
2024-10-31,0.24413077117217968,23,2
2024-11-01,0.22692171109673712,23,2
2024-11-04,0.23036689828190643,23,2
2024-11-05,0.22544710934486276,23,2
2024-11-06,0.21458278435860348,23,2
2024-11-07,0.20932524232084218,23,2
2024-11-08,0.20109129912249066,23,2
2024-11-11,0.2091847590793165,23,2
2024-11-12,0.1953081258764289,23,2
2024-11-13,0.1951432096926365,23,2
2024-11-14,0.19030616702826064,23,2
2024-11-15,0.1909554379412968,23,2
2024-11-18,0.1908648140997955,23,2
2024-11-19,0.19003832396201334,23,2
2024-11-20,0.19691769283182048,23,2
2024-11-21,0.1849525841987813,23,2
2024-11-22,0.17684085278166226,23,2
2024-11-25,0.17574880327924403,23,2
2024-11-26,0.16113109679469959,23,2
2024-11-27,0.16206768227573087,23,2
2024-11-29,0.1654970223635837,23,2
2024-12-02,0.1556236872744159,23,2
2024-12-03,0.15726203507878014,23,2
2024-12-04,0.15527996777706782,23,2
2024-12-05,0.15309742773856594,23,2
2024-12-06,0.15568878385109067,23,2
2024-12-09,0.16361174598099223,23,2
2024-12-10,0.16138509794502795,23,2
2024-12-11,0.16544228612066594,23,2
2024-12-12,0.16322518806136596,23,2
2024-12-13,0.14456685310052786,23,2
2024-12-16,0.15312097946161687,23,2
2024-12-17,0.1531305807207198,23,2
2024-12-18,0.17034688932378134,23,2
2024-12-19,0.17024429233402585,23,2
2024-12-20,0.16158244857236365,23,2
2024-12-23,0.16038899299226156,23,2
2024-12-24,0.15674608822488895,23,2
